orderId:ID(Order),OrderDate,RequiredDate,ShippedDate,Freight,ShipName,ShipAddress,ShipCity,ShipRegion,ShipPostalCode,ShipCountry,CustomerName,LastName,FirstName,ShipperName,labels:LABEL
481,2025-10-16 01:40:12,2025-10-20 01:40:12,2025-10-17 01:40:12,58.15,"Banks, Andrews and HickmanSmall Business","98508 Archer Creek
Ericfort, MI 17095",Scottport,South Dakota,27226,United States,"Banks, Andrews and HickmanSmall Business",Daniel,Nicholas,Ryder,Order
482,2025-07-03 10:57:29,2025-07-14 10:57:29,2025-07-06 10:57:29,64.81,Ramirez and SonsFacility Management Company,"PSC 6685, Box 5884
APO AE 98231",Lake Charles,New Hampshire,26750,United States,Ramirez and SonsFacility Management Company,Harrison,Tyler,FedEx,Order
483,2024-10-25 02:44:25,2024-11-01 02:44:25,2024-10-27 02:44:25,238.56,Liu GroupIT Services Company,"PSC 6892, Box 2582
APO AA 44003",East Anafurt,New Mexico,14926,United States,Liu GroupIT Services Company,Stephens,Nicholas,XPO Logistics,Order
484,2025-11-20 16:25:10,2025-11-25 16:25:10,2025-11-22 16:25:10,151.42,"Scott, Harris and JeffersonSmall Business","1000 Jones Inlet
Lake Frank, VI 80498",Loganhaven,Kansas,59284,United States,"Scott, Harris and JeffersonSmall Business",Douglas,Heidi,Amazon Logistics,Order
485,2024-12-25 05:58:10,2025-01-08 05:58:10,2024-12-29 05:58:10,57.13,Barry IncConsumer Electronics Store,"21084 Sara Center Suite 817
North Deannastad, TX 00650",Tylerhaven,Texas,88263,United States,Barry IncConsumer Electronics Store,Williams,Tiffany,UPS,Order
486,2025-10-01 21:41:30,2025-10-08 21:41:30,2025-10-02 21:41:30,172.99,Barry IncConsumer Electronics Store,"21084 Sara Center Suite 817
North Deannastad, TX 00650",Tylerhaven,Texas,88263,United States,Barry IncConsumer Electronics Store,Daniel,Yvette,FedEx,Order
487,2024-11-10 00:07:36,2024-11-20 00:07:36,2024-11-11 00:07:36,161.07,Barnes LLCE-commerce Company,"8711 Oliver Street
New Raven, WY 24004",Port Denise,Oklahoma,44016,United States,Barnes LLCE-commerce Company,Daniel,Yvette,Pitney Bowes,Order
488,2025-07-10 05:30:47,2025-07-16 05:30:47,2025-07-15 05:30:47,124.56,Richardson-ThomasE-commerce Company,"081 Huff Row Apt. 442
Port Johnville, TX 73884",Thomasview,Indiana,35397,United States,Richardson-ThomasE-commerce Company,Lowery,Ryan,Ryder,Order
489,2025-09-16 02:43:51,2025-09-26 02:43:51,2025-09-21 02:43:51,359.45,"Warner, Horton and RobertsIT Services Company","972 Thomas Pike Apt. 092
Dennisport, AR 65984",Anastad,South Carolina,40837,United States,"Warner, Horton and RobertsIT Services Company",Stephens,Nicholas,OnTrac,Order
490,2026-06-01 15:17:13,2026-06-13 15:17:13,,26.52,"Phillips, Larson and JonesOnline Marketplace Seller","5701 Ellis Square
South Carlaborough, NV 59637",Monicafort,Colorado,99798,United States,"Phillips, Larson and JonesOnline Marketplace Seller",Black,Amanda,USPS,Order
491,2025-08-31 04:39:33,2025-09-09 04:39:33,2025-09-05 04:39:33,116.06,"Meyer, Reese and McdanielSecurity Service Provider","27781 Ashley Glens Suite 827
North Brooke, NM 01850",East Ryan,Maryland,86180,United States,"Meyer, Reese and McdanielSecurity Service Provider",Moreno,Jason,OnTrac,Order
492,2025-03-03 07:03:06,2025-03-15 07:03:06,2025-03-04 07:03:06,261.72,Collins IncTechnology Startup,"39967 Joshua Key
Diazland, ME 74024",North Benjaminchester,North Carolina,88718,United States,Collins IncTechnology Startup,King,Meagan,DHL Express,Order
493,2025-10-09 03:43:06,2025-10-14 03:43:06,2025-10-10 03:43:06,417.33,"Bird, Hardin and RodriguezTechnology Startup","99007 Ortega Trafficway
East Hannahfurt, ME 23955",Meganfort,Louisiana,66651,United States,"Bird, Hardin and RodriguezTechnology Startup",King,Meagan,FedEx,Order
494,2025-11-21 00:52:24,2025-12-05 00:52:24,2025-11-25 00:52:24,257.5,Nelson-BryantE-commerce Company,"6384 Johnson Crescent Suite 868
Pattersonburgh, FM 52740",Marissaside,Michigan,56147,United States,Nelson-BryantE-commerce Company,Black,Amanda,FedEx,Order
495,2024-07-11 01:00:27,2024-07-18 01:00:27,,172.13,Cruz-BlairRetail Company,"PSC 5150, Box 6556
APO AA 19091",New Kenneth,Illinois,94617,United States,Cruz-BlairRetail Company,Green,Kyle,UPS,Order
496,2026-05-07 01:41:27,2026-05-10 01:41:27,,139.07,Fields-HarrisHome Automation Company,"373 Taylor Station
New Melissaside, CO 41175",Johnnyhaven,Washington,74431,United States,Fields-HarrisHome Automation Company,Lowery,Ryan,FedEx,Order
497,2025-03-29 20:05:18,2025-04-09 20:05:18,2025-04-03 20:05:18,10.34,Bennett-PerezHome Improvement Store,"0407 Stephen Center
New Lisa, TX 33936",South Lori,Arizona,91197,United States,Bennett-PerezHome Improvement Store,Harrison,Tyler,OnTrac,Order
498,2024-07-26 02:10:22,2024-08-05 02:10:22,2024-07-31 02:10:22,381.93,"Martinez, Ellis and SanchezRetail Company","954 Grant Way
Lake James, NJ 30441",South Jodiport,Kansas,7107,United States,"Martinez, Ellis and SanchezRetail Company",Green,Kyle,OnTrac,Order
499,2024-11-29 11:46:52,2024-12-12 11:46:52,2024-11-30 11:46:52,338.44,"Warner, Horton and RobertsIT Services Company","972 Thomas Pike Apt. 092
Dennisport, AR 65984",Anastad,South Carolina,40837,United States,"Warner, Horton and RobertsIT Services Company",White,Dustin,Ryder,Order
500,2024-11-16 03:39:53,2024-11-22 03:39:53,2024-11-21 03:39:53,478.63,"Carter, Weber and JenkinsFacility Management Company","4194 Rhonda Pike Apt. 854
Stephenborough, AS 77606",West Brianton,Illinois,73954,United States,"Carter, Weber and JenkinsFacility Management Company",King,Meagan,Pitney Bowes,Order
501,2024-07-09 10:53:15,2024-07-15 10:53:15,,412.38,"Bird, Hardin and RodriguezTechnology Startup","99007 Ortega Trafficway
East Hannahfurt, ME 23955",Meganfort,Louisiana,66651,United States,"Bird, Hardin and RodriguezTechnology Startup",King,Meagan,USPS,Order
502,2025-02-19 16:44:19,2025-02-27 16:44:19,2025-02-20 16:44:19,113.72,"Lee, Estrada and SinghSmall Business","11306 Ruiz Hills Apt. 896
Zoefort, RI 67248",North Lisa,Tennessee,95515,United States,"Lee, Estrada and SinghSmall Business",Daniel,Nicholas,FedEx,Order
503,2024-12-11 13:53:16,2024-12-15 13:53:16,2024-12-13 13:53:16,294.12,Adams-RayRetail Company,"9429 Li Mountain Apt. 633
West Gregorychester, ND 27425",North Elizabeth,Washington,67757,United States,Adams-RayRetail Company,Taylor,Robert,UPS,Order
504,2024-07-22 15:42:49,2024-07-25 15:42:49,2024-07-24 15:42:49,24.94,"Peterson, Mccoy and RodriguezOnline Marketplace Seller","920 Austin Roads Suite 851
Belltown, SD 25437",West Whitneychester,Oregon,53861,United States,"Peterson, Mccoy and RodriguezOnline Marketplace Seller",Stephens,Nicholas,Ryder,Order
505,2025-07-31 01:40:09,2025-08-03 01:40:09,2025-08-05 01:40:09,18.68,"Miller, Brock and SuttonProperty Management Company","USNV Zimmerman
FPO AP 25218",Port Shelby,New Hampshire,8963,United States,"Miller, Brock and SuttonProperty Management Company",Owens,Zachary,XPO Logistics,Order
506,2025-02-20 13:48:08,2025-03-04 13:48:08,2025-02-23 13:48:08,369.24,"Hammond, Watson and SparksIT Services Company","95937 Tony Estates Apt. 951
West Elizabethport, MH 46586",Bakermouth,Arkansas,55616,United States,"Hammond, Watson and SparksIT Services Company",Taylor,Robert,XPO Logistics,Order
507,2025-10-12 10:50:55,2025-10-15 10:50:55,,396.71,Adams-RayRetail Company,"9429 Li Mountain Apt. 633
West Gregorychester, ND 27425",North Elizabeth,Washington,67757,United States,Adams-RayRetail Company,Green,Kyle,Pitney Bowes,Order
508,2024-08-26 10:17:41,2024-08-29 10:17:41,2024-08-27 10:17:41,452.33,Becker LtdConsumer Electronics Store,"93523 Andrew Lake
Port Carlahaven, NM 48551",South Nataliemouth,Connecticut,34897,United States,Becker LtdConsumer Electronics Store,Lowery,Ryan,XPO Logistics,Order
509,2026-01-17 11:51:14,2026-01-21 11:51:14,2026-01-21 11:51:14,423.37,Garcia-MorganTechnology Startup,"921 Black Brook Apt. 600
Hernandezchester, PW 06130",Patrickville,Virginia,18781,United States,Garcia-MorganTechnology Startup,White,Dustin,XPO Logistics,Order
510,2025-03-09 02:27:22,2025-03-20 02:27:22,2025-03-11 02:27:22,449.9,Smith LLCInterior Design Studio,"06106 Catherine Loaf
New Michaelside, DC 74835",Jordanberg,Oklahoma,69600,United States,Smith LLCInterior Design Studio,Black,Amanda,UPS,Order
511,2025-05-31 10:49:00,2025-06-11 10:49:00,2025-06-05 10:49:00,217.51,Garcia-MorganTechnology Startup,"921 Black Brook Apt. 600
Hernandezchester, PW 06130",Patrickville,Virginia,18781,United States,Garcia-MorganTechnology Startup,Watson,Michael,LaserShip,Order
512,2025-08-31 12:40:02,2025-09-11 12:40:02,2025-09-04 12:40:02,327.42,Fox-GreenProperty Management Company,"Unit 8497 Box 8966
DPO AA 72595",Robertmouth,New York,98200,United States,Fox-GreenProperty Management Company,Douglas,Heidi,Pitney Bowes,Order
513,2025-06-30 16:09:14,2025-07-06 16:09:14,2025-07-05 16:09:14,464.26,Robinson GroupHome Improvement Store,"USS Henry
FPO AA 19576",Glassland,Indiana,62924,United States,Robinson GroupHome Improvement Store,Chavez,Kevin,OnTrac,Order
514,2026-05-10 08:05:12,2026-05-14 08:05:12,2026-05-13 08:05:12,390.73,Smith LLCSecurity Service Provider,"85622 Kelli Cliffs Apt. 237
East Robert, SC 28980",North Heatherchester,Colorado,92743,United States,Smith LLCSecurity Service Provider,Moreno,Jason,Amazon Logistics,Order
515,2026-05-03 08:15:34,2026-05-12 08:15:34,,174.81,Lynch-WatsonSmall Business,"96936 Cummings Spur
Loristad, MS 01136",West Justinburgh,Texas,73128,United States,Lynch-WatsonSmall Business,Green,Kyle,USPS,Order
516,2025-06-26 07:35:26,2025-07-10 07:35:26,2025-06-29 07:35:26,401.38,Dunn GroupIT Services Company,"55873 Eric Common
Lake Virginia, OR 20386",Hensleyhaven,Florida,28858,United States,Dunn GroupIT Services Company,Green,Kyle,Amazon Logistics,Order
517,2024-07-09 06:24:28,2024-07-20 06:24:28,2024-07-11 06:24:28,431.7,Green-CastroOnline Marketplace Seller,"72584 Kristin Square Suite 535
New Jenniferfurt, VI 52392",North Angelashire,Oklahoma,38386,United States,Green-CastroOnline Marketplace Seller,Lowery,Ryan,Ryder,Order
518,2025-09-08 01:05:45,2025-09-20 01:05:45,2025-09-12 01:05:45,38.97,"Thompson, Lawrence and AndersonIT Services Company","Unit 8266 Box 6727
DPO AA 75964",Michaelview,Vermont,23205,United States,"Thompson, Lawrence and AndersonIT Services Company",Moreno,Jason,OnTrac,Order
519,2024-06-16 12:04:44,2024-06-25 12:04:44,2024-06-20 12:04:44,154.27,Thompson LLCSecurity Service Provider,"USNS Orr
FPO AA 09718",Josefort,Arizona,43257,United States,Thompson LLCSecurity Service Provider,Owens,Zachary,USPS,Order
520,2025-02-19 14:12:28,2025-03-02 14:12:28,2025-02-24 14:12:28,52.44,Thompson LtdSmall Business,"PSC 6209, Box 6988
APO AA 35083",Jasonfurt,Georgia,31507,United States,Thompson LtdSmall Business,Moreno,Jason,USPS,Order
521,2025-04-15 18:13:15,2025-04-25 18:13:15,2025-04-18 18:13:15,239.12,"Phillips, Larson and JonesOnline Marketplace Seller","5701 Ellis Square
South Carlaborough, NV 59637",Monicafort,Colorado,99798,United States,"Phillips, Larson and JonesOnline Marketplace Seller",Green,Kyle,OnTrac,Order
522,2024-06-15 03:17:54,2024-06-18 03:17:54,2024-06-18 03:17:54,279.77,"Hoffman, Baker and BarnesSecurity Service Provider","169 White Plains
Clarkbury, MD 51668",West Jamesmouth,Delaware,27607,United States,"Hoffman, Baker and BarnesSecurity Service Provider",Williams,Tiffany,Pitney Bowes,Order
523,2024-07-14 14:15:50,2024-07-19 14:15:50,2024-07-18 14:15:50,465.23,Massey-MooreRetail Company,"07564 Brenda River
East Matthewborough, SC 09211",Port Nicole,Illinois,53187,United States,Massey-MooreRetail Company,Watson,Michael,UPS,Order
524,2026-02-16 00:46:41,2026-02-19 00:46:41,2026-02-19 00:46:41,424.5,Nelson-BryantE-commerce Company,"6384 Johnson Crescent Suite 868
Pattersonburgh, FM 52740",Marissaside,Michigan,56147,United States,Nelson-BryantE-commerce Company,Nelson,Jose,LaserShip,Order
525,2025-10-29 14:00:13,2025-11-10 14:00:13,2025-10-30 14:00:13,282.68,"Howe, Sandoval and MartinezHome Improvement Store","USCGC Baker
FPO AP 77725",Kingmouth,Arkansas,91594,United States,"Howe, Sandoval and MartinezHome Improvement Store",Daniel,Yvette,Ryder,Order
526,2025-02-28 22:44:10,2025-03-09 22:44:10,,222.49,Massey-MooreRetail Company,"07564 Brenda River
East Matthewborough, SC 09211",Port Nicole,Illinois,53187,United States,Massey-MooreRetail Company,Austin,Kimberly,Amazon Logistics,Order
527,2025-01-27 14:39:19,2025-02-10 14:39:19,,205.04,Massey-MooreRetail Company,"07564 Brenda River
East Matthewborough, SC 09211",Port Nicole,Illinois,53187,United States,Massey-MooreRetail Company,King,Meagan,Pitney Bowes,Order
528,2024-11-17 18:17:30,2024-11-22 18:17:30,2024-11-22 18:17:30,28.27,Mccormick-LevyReal Estate Company,"04672 Nelson Vista
Collinsberg, OK 62686",South Sherry,West Virginia,29415,United States,Mccormick-LevyReal Estate Company,Owens,Zachary,Amazon Logistics,Order
529,2025-10-22 06:02:27,2025-11-04 06:02:27,,94.2,Garcia-RichardHome Improvement Store,"56569 Kenneth Plains Apt. 310
East Molly, MT 84069",North Jeremy,Rhode Island,65178,United States,Garcia-RichardHome Improvement Store,Moreno,Jason,OnTrac,Order
530,2025-02-09 16:21:36,2025-02-14 16:21:36,2025-02-11 16:21:36,403.23,Travis LLCAppliance Retailer,"635 Shannon Knolls
North Kevin, OH 27527",East Sherri,North Dakota,49051,United States,Travis LLCAppliance Retailer,Lowery,Ryan,LaserShip,Order
531,2025-09-18 15:15:35,2025-09-24 15:15:35,2025-09-20 15:15:35,275.0,Gray IncSecurity Service Provider,"09249 Jennifer Valley Suite 955
Sandyhaven, OH 59165",West Wendystad,Utah,90749,United States,Gray IncSecurity Service Provider,Stephens,Nicholas,FedEx,Order
532,2026-03-25 14:25:03,2026-03-28 14:25:03,2026-03-29 14:25:03,115.35,Hoffman-AlvaradoRetail Company,"16780 Misty River
Simmonsview, CO 40851",New Marc,Ohio,59800,United States,Hoffman-AlvaradoRetail Company,Black,Amanda,UPS,Order
533,2026-05-03 10:47:13,2026-05-10 10:47:13,2026-05-07 10:47:13,219.84,Hawkins PLCSecurity Service Provider,"3659 Smith Pass
Joneston, TX 73424",Isabellafort,Massachusetts,82980,United States,Hawkins PLCSecurity Service Provider,Douglas,Heidi,LaserShip,Order
534,2024-07-15 09:34:37,2024-07-28 09:34:37,2024-07-20 09:34:37,18.11,"Bird, Hardin and RodriguezTechnology Startup","99007 Ortega Trafficway
East Hannahfurt, ME 23955",Meganfort,Louisiana,66651,United States,"Bird, Hardin and RodriguezTechnology Startup",Daniel,Yvette,LaserShip,Order
535,2025-04-28 18:16:20,2025-05-12 18:16:20,2025-05-01 18:16:20,375.36,Cervantes-SpenceFacility Management Company,"6934 Leach Burg Suite 665
Port Michaelmouth, MP 14959",Danielstad,North Carolina,20757,United States,Cervantes-SpenceFacility Management Company,Payne,Mark,XPO Logistics,Order
536,2025-02-05 04:32:56,2025-02-17 04:32:56,2025-02-10 04:32:56,472.39,Fox-GreenProperty Management Company,"Unit 8497 Box 8966
DPO AA 72595",Robertmouth,New York,98200,United States,Fox-GreenProperty Management Company,Owens,Zachary,USPS,Order
537,2026-01-05 15:09:22,2026-01-13 15:09:22,2026-01-08 15:09:22,368.18,Fox-GreenProperty Management Company,"Unit 8497 Box 8966
DPO AA 72595",Robertmouth,New York,98200,United States,Fox-GreenProperty Management Company,Harrison,Tyler,OnTrac,Order
538,2025-03-21 11:18:38,2025-04-01 11:18:38,2025-03-24 11:18:38,149.31,Smith GroupOnline Marketplace Seller,"09044 Stephanie Summit Suite 494
West Valerie, CA 77895",Lake Jenniferbury,New Mexico,57548,United States,Smith GroupOnline Marketplace Seller,Green,Kyle,USPS,Order
539,2025-03-03 21:33:45,2025-03-10 21:33:45,,495.53,Owens-JenkinsConsumer Electronics Store,"07354 Jill Grove Apt. 475
South Stephanie, NY 95395",West Jenniferborough,Indiana,6862,United States,Owens-JenkinsConsumer Electronics Store,Chavez,Kevin,UPS,Order
540,2024-09-28 19:16:14,2024-10-01 19:16:14,2024-10-01 19:16:14,97.58,Williams and SonsOnline Marketplace Seller,"PSC 2120, Box 6226
APO AE 25846",Austinburgh,Arizona,76300,United States,Williams and SonsOnline Marketplace Seller,Daniel,Nicholas,UPS,Order
541,2025-02-01 02:35:22,2025-02-06 02:35:22,2025-02-06 02:35:22,446.76,Adams-RayRetail Company,"9429 Li Mountain Apt. 633
West Gregorychester, ND 27425",North Elizabeth,Washington,67757,United States,Adams-RayRetail Company,Harrison,Tyler,FedEx,Order
542,2024-11-28 00:01:23,2024-12-06 00:01:23,2024-12-01 00:01:23,36.95,Tyler-AllenRetail Company,"45345 Paige Neck Suite 971
Smithborough, AS 37807",Port Samantha,Minnesota,92838,United States,Tyler-AllenRetail Company,White,Dustin,FedEx,Order
543,2025-10-23 02:16:59,2025-10-29 02:16:59,2025-10-28 02:16:59,79.43,Mccormick-LevyReal Estate Company,"04672 Nelson Vista
Collinsberg, OK 62686",South Sherry,West Virginia,29415,United States,Mccormick-LevyReal Estate Company,Douglas,Heidi,FedEx,Order
544,2026-04-18 20:00:37,2026-05-01 20:00:37,2026-04-20 20:00:37,459.01,"Hill, Gonzales and PerkinsOnline Marketplace Seller","45471 Peterson Greens Suite 155
New Charles, OK 34242",East Emilymouth,Alaska,54554,United States,"Hill, Gonzales and PerkinsOnline Marketplace Seller",Payne,Mark,UPS,Order
545,2025-12-28 04:44:10,2026-01-05 04:44:10,2025-12-30 04:44:10,479.36,"Phillips, Larson and JonesOnline Marketplace Seller","5701 Ellis Square
South Carlaborough, NV 59637",Monicafort,Colorado,99798,United States,"Phillips, Larson and JonesOnline Marketplace Seller",Payne,Mark,Ryder,Order
546,2025-01-13 21:30:27,2025-01-18 21:30:27,2025-01-17 21:30:27,292.58,Massey-MooreRetail Company,"07564 Brenda River
East Matthewborough, SC 09211",Port Nicole,Illinois,53187,United States,Massey-MooreRetail Company,Payne,Mark,Amazon Logistics,Order
547,2024-07-05 22:45:11,2024-07-17 22:45:11,2024-07-06 22:45:11,86.0,"Farmer, Porter and DavisHome Improvement Store","4006 Diana Locks
Roseside, ME 49103",Waltonberg,Wyoming,31233,United States,"Farmer, Porter and DavisHome Improvement Store",Taylor,Robert,Pitney Bowes,Order
548,2024-08-31 22:30:02,2024-09-13 22:30:02,2024-09-01 22:30:02,346.21,Lynch-WatsonSmall Business,"96936 Cummings Spur
Loristad, MS 01136",West Justinburgh,Texas,73128,United States,Lynch-WatsonSmall Business,Reynolds,Michael,XPO Logistics,Order
549,2026-04-13 22:55:58,2026-04-23 22:55:58,2026-04-16 22:55:58,214.35,Lynch-WatsonSmall Business,"96936 Cummings Spur
Loristad, MS 01136",West Justinburgh,Texas,73128,United States,Lynch-WatsonSmall Business,Daniel,Yvette,DHL Express,Order
550,2026-03-06 04:51:37,2026-03-15 04:51:37,2026-03-11 04:51:37,377.42,Stewart-DavisRetail Company,"38878 Anthony Port
Amandabury, CT 51572",Jessehaven,Arizona,34183,United States,Stewart-DavisRetail Company,Reynolds,Michael,FedEx,Order
551,2025-11-10 20:59:59,2025-11-23 20:59:59,2025-11-15 20:59:59,93.11,Jones-WilliamsIT Services Company,"19026 Wilkinson Island Suite 873
Wrighttown, MA 76011",Benjaminburgh,South Carolina,59717,United States,Jones-WilliamsIT Services Company,Moreno,Jason,Amazon Logistics,Order
552,2025-02-21 14:14:00,2025-03-04 14:14:00,2025-02-24 14:14:00,37.4,Jones-WilliamsIT Services Company,"19026 Wilkinson Island Suite 873
Wrighttown, MA 76011",Benjaminburgh,South Carolina,59717,United States,Jones-WilliamsIT Services Company,Moreno,Jason,UPS,Order
553,2025-03-30 00:44:48,2025-04-11 00:44:48,2025-04-03 00:44:48,393.13,Ellis-WilkinsHome Automation Company,"3879 Dan Mountain
New Melissa, NH 66573",Bruceborough,Rhode Island,17724,United States,Ellis-WilkinsHome Automation Company,King,Meagan,XPO Logistics,Order
554,2025-11-30 02:51:48,2025-12-09 02:51:48,,97.83,Lynch-WatsonSmall Business,"96936 Cummings Spur
Loristad, MS 01136",West Justinburgh,Texas,73128,United States,Lynch-WatsonSmall Business,Daniel,Yvette,Ryder,Order
555,2025-01-30 19:20:39,2025-02-08 19:20:39,,153.61,"Brown, Johnston and PenaE-commerce Company","4223 Ward Ford Apt. 749
Murphyton, CA 40512",North Caleb,Oklahoma,21833,United States,"Brown, Johnston and PenaE-commerce Company",Chavez,Kevin,XPO Logistics,Order
556,2026-05-03 10:58:49,2026-05-07 10:58:49,2026-05-08 10:58:49,343.43,Morrison-KellySecurity Service Provider,"35449 Eddie Land Apt. 758
South Antonio, GA 86076",North Robert,Connecticut,75344,United States,Morrison-KellySecurity Service Provider,Douglas,Heidi,FedEx,Order
557,2024-10-10 18:46:02,2024-10-16 18:46:02,2024-10-14 18:46:02,286.42,Fields-HarrisHome Automation Company,"373 Taylor Station
New Melissaside, CO 41175",Johnnyhaven,Washington,74431,United States,Fields-HarrisHome Automation Company,White,Dustin,USPS,Order
558,2025-03-09 15:15:10,2025-03-19 15:15:10,2025-03-11 15:15:10,15.34,Dunn GroupIT Services Company,"55873 Eric Common
Lake Virginia, OR 20386",Hensleyhaven,Florida,28858,United States,Dunn GroupIT Services Company,Green,Kyle,UPS,Order
559,2024-10-09 16:28:59,2024-10-19 16:28:59,2024-10-12 16:28:59,432.99,Adkins-ChenAppliance Retailer,"43666 Kenneth Parkways
New Jennamouth, MA 84864",Lake Clayton,Kentucky,44119,United States,Adkins-ChenAppliance Retailer,Owens,Zachary,Ryder,Order
560,2026-05-07 04:55:08,2026-05-18 04:55:08,2026-05-08 04:55:08,489.26,Tyler-AllenRetail Company,"45345 Paige Neck Suite 971
Smithborough, AS 37807",Port Samantha,Minnesota,92838,United States,Tyler-AllenRetail Company,Douglas,Heidi,Pitney Bowes,Order
561,2025-01-07 11:25:00,2025-01-19 11:25:00,2025-01-08 11:25:00,490.84,Hubbard-OneillSmart Home Installer,"797 Hendricks Mountain Suite 713
Nathanshire, VA 55477",East Donaldview,Kentucky,49506,United States,Hubbard-OneillSmart Home Installer,Chavez,Kevin,Ryder,Order
562,2025-11-02 14:13:19,2025-11-16 14:13:19,2025-11-05 14:13:19,470.43,"Warner, Horton and RobertsIT Services Company","972 Thomas Pike Apt. 092
Dennisport, AR 65984",Anastad,South Carolina,40837,United States,"Warner, Horton and RobertsIT Services Company",Daniel,Yvette,Pitney Bowes,Order
563,2024-10-24 23:20:52,2024-11-01 23:20:52,,385.92,"Ramirez, Rodriguez and AyalaReal Estate Company","6509 Stewart Highway Apt. 210
Alexanderstad, DC 35973",Lake Stephanie,Massachusetts,76034,United States,"Ramirez, Rodriguez and AyalaReal Estate Company",Green,Kyle,FedEx,Order
564,2025-01-24 17:45:12,2025-01-29 17:45:12,2025-01-25 17:45:12,186.31,Davis-WoodwardOnline Marketplace Seller,"60923 Luna Brooks
East Jane, AK 70485",South Eric,Connecticut,76697,United States,Davis-WoodwardOnline Marketplace Seller,Nelson,Jose,FedEx,Order
565,2026-05-13 02:01:48,2026-05-24 02:01:48,2026-05-15 02:01:48,117.97,Cruz-BlairRetail Company,"PSC 5150, Box 6556
APO AA 19091",New Kenneth,Illinois,94617,United States,Cruz-BlairRetail Company,Douglas,Heidi,FedEx,Order
566,2025-06-26 06:44:58,2025-07-06 06:44:58,2025-06-27 06:44:58,175.0,Carter PLCSmart Home Installer,"45285 Jodi Shoals Suite 915
West Danielle, KS 75020",Danielton,Arkansas,94856,United States,Carter PLCSmart Home Installer,Chavez,Kevin,Pitney Bowes,Order
567,2025-01-19 13:35:24,2025-01-27 13:35:24,2025-01-23 13:35:24,292.14,Owens-JenkinsConsumer Electronics Store,"07354 Jill Grove Apt. 475
South Stephanie, NY 95395",West Jenniferborough,Indiana,6862,United States,Owens-JenkinsConsumer Electronics Store,Taylor,Robert,Amazon Logistics,Order
568,2025-01-24 16:01:11,2025-02-03 16:01:11,2025-01-29 16:01:11,87.97,Hicks-HendersonHome Improvement Store,"3122 Brooks Falls
Lake Robert, FL 33407",Laurenchester,Oklahoma,68703,United States,Hicks-HendersonHome Improvement Store,Harrison,Tyler,USPS,Order
569,2024-08-30 11:18:33,2024-09-03 11:18:33,2024-09-02 11:18:33,257.58,"Willis, Williams and GrayHome Improvement Store","67178 Hamilton Parkways Apt. 655
Lake Jason, MI 19425",Chapmanmouth,Alabama,75036,United States,"Willis, Williams and GrayHome Improvement Store",Watson,Michael,DHL Express,Order
570,2026-04-14 06:43:42,2026-04-27 06:43:42,2026-04-15 06:43:42,213.8,"Garcia, Smith and GreenAppliance Retailer","5548 Munoz Mall
Stephanieview, MT 39672",Davidtown,North Carolina,6818,United States,"Garcia, Smith and GreenAppliance Retailer",Stephens,Nicholas,UPS,Order
571,2024-12-05 04:21:50,2024-12-11 04:21:50,2024-12-09 04:21:50,408.79,Nelson-BryantE-commerce Company,"6384 Johnson Crescent Suite 868
Pattersonburgh, FM 52740",Marissaside,Michigan,56147,United States,Nelson-BryantE-commerce Company,Austin,Kimberly,USPS,Order
572,2024-12-13 03:16:30,2024-12-26 03:16:30,2024-12-15 03:16:30,279.72,Massey-MooreRetail Company,"07564 Brenda River
East Matthewborough, SC 09211",Port Nicole,Illinois,53187,United States,Massey-MooreRetail Company,Watson,Michael,OnTrac,Order
573,2025-08-06 23:29:24,2025-08-20 23:29:24,,189.34,Barnes LLCE-commerce Company,"8711 Oliver Street
New Raven, WY 24004",Port Denise,Oklahoma,44016,United States,Barnes LLCE-commerce Company,Payne,Mark,OnTrac,Order
574,2024-12-27 15:29:56,2025-01-01 15:29:56,2025-01-01 15:29:56,463.95,Thompson LtdSmall Business,"PSC 6209, Box 6988
APO AA 35083",Jasonfurt,Georgia,31507,United States,Thompson LtdSmall Business,Stephens,Nicholas,XPO Logistics,Order
575,2025-12-03 20:27:00,2025-12-12 20:27:00,,243.76,Archer and SonsTechnology Startup,"USNS Smith
FPO AA 80104",Port Jill,Wisconsin,33572,United States,Archer and SonsTechnology Startup,Nelson,Jose,UPS,Order
576,2024-07-14 12:37:03,2024-07-24 12:37:03,2024-07-19 12:37:03,390.91,Fields-HarrisHome Automation Company,"373 Taylor Station
New Melissaside, CO 41175",Johnnyhaven,Washington,74431,United States,Fields-HarrisHome Automation Company,Chavez,Kevin,XPO Logistics,Order
577,2024-12-06 09:51:19,2024-12-13 09:51:19,2024-12-07 09:51:19,104.22,Lin-CaseyTechnology Startup,"032 Lisa Plains
Jordanside, PA 38606",Loganside,Nebraska,93877,United States,Lin-CaseyTechnology Startup,Douglas,Heidi,Ryder,Order
578,2026-03-10 06:57:33,2026-03-22 06:57:33,,74.23,Williams and SonsOnline Marketplace Seller,"PSC 2120, Box 6226
APO AE 25846",Austinburgh,Arizona,76300,United States,Williams and SonsOnline Marketplace Seller,Williams,Tiffany,FedEx,Order
